"id","fqdn/ip","port","severity","finding","cve","cwe"
"intermediate_cert_expiration <#2>","candidat.conseiller-numerique.gouv.fr/185.42.117.109","443","OK","ok > 40 days","",""
"intermediate_cert_chain <#2>","candidat.conseiller-numerique.gouv.fr/185.42.117.109","443","INFO","ISRG Root X1 <-- DST Root CA X3","",""
"intermediate_cert_badOCSP","candidat.conseiller-numerique.gouv.fr/185.42.117.109","443","OK","intermediate certificate(s) is/are ok","",""
"HTTP_status_code","candidat.conseiller-numerique.gouv.fr/185.42.117.109","443","INFO","200 OK ('/')","",""
"HTTP_clock_skew","candidat.conseiller-numerique.gouv.fr/185.42.117.109","443","INFO","0 seconds from localtime","",""
"HTTP_headerTime","candidat.conseiller-numerique.gouv.fr/185.42.117.109","443","INFO","1678583867","",""
"HSTS","candidat.conseiller-numerique.gouv.fr/185.42.117.109","443","LOW","not offered","",""
"HPKP","candidat.conseiller-numerique.gouv.fr/185.42.117.109","443","INFO","No support for HTTP Public Key Pinning","",""
"banner_server","candidat.conseiller-numerique.gouv.fr/185.42.117.109","443","INFO","Apache","",""
"banner_application","candidat.conseiller-numerique.gouv.fr/185.42.117.109","443","INFO","No application banner found","",""
"cookie_count","candidat.conseiller-numerique.gouv.fr/185.42.117.109","443","INFO","0 at '/'","",""
"Cache-Control","candidat.conseiller-numerique.gouv.fr/185.42.117.109","443","INFO","max-age=60, private, proxy-revalidate","",""
"banner_reverseproxy","candidat.conseiller-numerique.gouv.fr/185.42.117.109","443","INFO","--","","CWE-200"
"heartbleed","candidat.conseiller-numerique.gouv.fr/185.42.117.109","443","OK","not vulnerable, no heartbeat extension","CVE-2014-0160","CWE-119"
"CCS","candidat.conseiller-numerique.gouv.fr/185.42.117.109","443","OK","not vulnerable","CVE-2014-0224","CWE-310"
"ticketbleed","candidat.conseiller-numerique.gouv.fr/185.42.117.109","443","OK","no session ticket extension","CVE-2016-9244","CWE-200"
"ROBOT","candidat.conseiller-numerique.gouv.fr/185.42.117.109","443","OK","not vulnerable, no RSA key transport cipher","CVE-2017-17382 CVE-2017-17427 CVE-2017-17428 CVE-2017-13098 CVE-2017-1000385 CVE-2017-13099 CVE-2016-6883 CVE-2012-5081 CVE-2017-6168","CWE-203"
"secure_renego","candidat.conseiller-numerique.gouv.fr/185.42.117.109","443","OK","supported","","CWE-310"
"secure_client_renego","candidat.conseiller-numerique.gouv.fr/185.42.117.109","443","HIGH","VULNERABLE, DoS threat","CVE-2011-1473","CWE-310"
"CRIME_TLS","candidat.conseiller-numerique.gouv.fr/185.42.117.109","443","OK","not vulnerable","CVE-2012-4929","CWE-310"
"BREACH","candidat.conseiller-numerique.gouv.fr/185.42.117.109","443","MEDIUM","potentially VULNERABLE, gzip HTTP compression detected  - only supplied '/' tested","CVE-2013-3587","CWE-310"
"POODLE_SSL","candidat.conseiller-numerique.gouv.fr/185.42.117.109","443","OK","not vulnerable, no SSLv3","CVE-2014-3566","CWE-310"
"fallback_SCSV","candidat.conseiller-numerique.gouv.fr/185.42.117.109","443","OK","no protocol below TLS 1.2 offered","",""
"SWEET32","candidat.conseiller-numerique.gouv.fr/185.42.117.109","443","OK","not vulnerable","CVE-2016-2183 CVE-2016-6329","CWE-327"
"FREAK","candidat.conseiller-numerique.gouv.fr/185.42.117.109","443","OK","not vulnerable","CVE-2015-0204","CWE-310"
"DROWN","candidat.conseiller-numerique.gouv.fr/185.42.117.109","443","OK","not vulnerable on this host and port","CVE-2016-0800 CVE-2016-0703","CWE-310"
"DROWN_hint","candidat.conseiller-numerique.gouv.fr/185.42.117.109","443","INFO","Make sure you don't use this certificate elsewhere with SSLv2 enabled services, see https://search.censys.io/search?resource=hosts&virtual_hosts=INCLUDE&q=4FBF6743E37DF01363CD03EA69780A38B6873864F9A536933AD31F34B92A3311","CVE-2016-0800 CVE-2016-0703","CWE-310"
"LOGJAM","candidat.conseiller-numerique.gouv.fr/185.42.117.109","443","OK","not vulnerable, no DH EXPORT ciphers,","CVE-2015-4000","CWE-310"
"LOGJAM-common_primes","candidat.conseiller-numerique.gouv.fr/185.42.117.109","443","OK","--","CVE-2015-4000","CWE-310"
"BEAST","candidat.conseiller-numerique.gouv.fr/185.42.117.109","443","OK","not vulnerable, no SSL3 or TLS1","CVE-2011-3389","CWE-20"
"LUCKY13","candidat.conseiller-numerique.gouv.fr/185.42.117.109","443","OK","not vulnerable","CVE-2013-0169","CWE-310"
"winshock","candidat.conseiller-numerique.gouv.fr/185.42.117.109","443","OK","not vulnerable","CVE-2014-6321","CWE-94"
"RC4","candidat.conseiller-numerique.gouv.fr/185.42.117.109","443","OK","not vulnerable","CVE-2013-2566 CVE-2015-2808","CWE-310"
"clientsimulation-android_60","candidat.conseiller-numerique.gouv.fr/185.42.117.109","443","INFO","TLSv1.2 DHE-RSA-AES128-GCM-SHA256","",""
"clientsimulation-android_70","candidat.conseiller-numerique.gouv.fr/185.42.117.109","443","INFO","TLSv1.2 ECDHE-RSA-AES256-GCM-SHA384","",""
"clientsimulation-android_81","candidat.conseiller-numerique.gouv.fr/185.42.117.109","443","INFO","TLSv1.2 ECDHE-RSA-AES256-GCM-SHA384","",""
"clientsimulation-android_90","candidat.conseiller-numerique.gouv.fr/185.42.117.109","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-android_X","candidat.conseiller-numerique.gouv.fr/185.42.117.109","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-android_11","candidat.conseiller-numerique.gouv.fr/185.42.117.109","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-android_12","candidat.conseiller-numerique.gouv.fr/185.42.117.109","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-chrome_79_win10","candidat.conseiller-numerique.gouv.fr/185.42.117.109","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-chrome_101_win10","candidat.conseiller-numerique.gouv.fr/185.42.117.109","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-firefox_66_win81","candidat.conseiller-numerique.gouv.fr/185.42.117.109","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-firefox_100_win10","candidat.conseiller-numerique.gouv.fr/185.42.117.109","443","INFO","TLSv1.3 TLS_AES_256_GCM_SHA384","",""
"clientsimulation-ie_6_xp","candidat.conseiller-numerique.gouv.fr/185.42.117.109","443","INFO","No connection","",""
"clientsimulation-ie_8_win7","candidat.conseiller-numerique.gouv.fr/185.42.117.109","443","INFO","No connection","",""
"clientsimulation-ie_8_xp","candidat.conseiller-numerique.gouv.fr/185.42.117.109","443","INFO","No connection","",""
